,Notes,SURV_DATE,OBS_RADIUS,LC1_SPECIE,LC2_SPECIE,AREA_SIZE,LAND_MNGT,SOIL_CROP,nuts3,Transect,CLIMANR,WRB_COD,AnnualPrec,WRB_LV1,ParMat1,ParMat2,slope (Degrees)
17815,,04JUL2009:00:00:00,2.0,C11,,4.0,2.0,3.0,HU321,C10;61;C10;61;C10,4.5999999999999996,PH,519.000001770258,Phaeozem,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),0.405135601758957
17816,,07AUG2009:00:00:00,1.0,,,3.0,2.0,1.0,HU323,B11;B31;B11,4.5999999999999996,CH,530.870000548661,Chernozem,eolian deposits,loess,3.26283025741577
17817,,31JUL2009:00:00:00,2.0,,,3.0,3.0,0.0,LT002,PI(;C10;C30;C10;)PI,3.3,LV,674.40999827385,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,4.12451791763306
17818,,17MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,LT006,B11,3.3,LV,643.909998226166,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17819,,26JUN2009:00:00:00,1.0,B23A,,3.0,2.0,1.0,LT006,B23;B13,3.3,CM,642.970002937317,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17820,,06MAY2009:00:00:00,1.0,,,2.0,2.0,3.0,LV007,B11;E20;24;E20;31;62;F00;24;E20;G10;E20;62;31;E20,3.3,PZ,633.520001709461,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,4.44761085510254
17821,,07MAY2009:00:00:00,1.0,,,1.0,2.0,4.0,FI182,B32;E10;31;B13;24;B13,3.4,CM,672.639996623993,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.7299497127533
17822,,05JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,FI182,B55;31;B11;24;B11;31;B11,3.4,PZ,672.639996623993,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
17823,,08JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,FI182,B55;B11,3.4,CM,672.639996623993,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.08249473571777
17824,,30JUL2009:00:00:00,2.0,,,2.0,2.0,4.0,FI186,E10;C20;62;C30;B15,3.4,PZ,658.53000125885,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.0
17825,,10AUG2009:00:00:00,2.0,C21,,4.0,2.0,1.0,FI132,C20;C30;F00;E10;31;1;61;1;31;C20;61;C20,3.4,PZ,636.920003223419,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,10.118800163269
17826,,11SEP2009:00:00:00,2.0,C21,,4.0,2.0,1.0,FI132,C20;31;C30;24;31;1;62;1;31;C30;C20;1;24;H11;24;H11;C20;C30,2.2000000000000002,PZ,647.219999790192,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.59240627288818
17827,,24JUN2009:00:00:00,2.0,C31,,3.0,2.0,1.0,FI134,C30;C20,2.2000000000000002,PZ,779.98999915123,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,6.67592287063599
17828,,,1.0,,,3.0,2.0,1.0,,B11;D20;31;D20;61;01;B11,,GL,627.129999879003,Gleysol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,4.88349342346191
17829,,,1.0,,,3.0,2.0,2.0,,B16;01;14;31;14;01;B11;01;B16;01;B11,,CH,620.180000960827,Chernozem,eolian deposits,loess,0.0
17830,,,2.0,,,3.0,1.0,1.0,,E20;61;14;31;01;B16,,SN,600.890000746399,Solonetz,eolian deposits,loess,0.905850350856781
17831,,,1.0,,,4.0,2.0,1.0,,B16,,PH,595.619998858124,Phaeozem,eolian deposits,loess,0.0
17832,,,1.0,,,2.0,2.0,1.0,,B11;F40;B11;F40,,CH,601.340000281483,Chernozem,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),2.06493425369263
17833,,18SEP2009:00:00:00,1.0,,,3.0,2.0,3.0,HU332,B31;PI(;B31;B16;)PI,4.5999999999999996,VR,548.910000020266,Vertisol,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),3.08249473571777
17834,,09MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,SK042,B33;24;B33;24;E10;A;E10;B52;61;C10;PI(;C10;)PI,4.5999999999999996,FL,551.460001988709,Fluvisol,unconsolidated deposits (alluvium,fluvial sands and gravels,0.0
17835,,05MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,SK042,B13;C10;32;C10;PI(;1;Bx1;)PI,4.9000000000000004,LV,573.560002285242,Luvisol,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),1.2809591293335
17836,,05MAY2009:00:00:00,2.0,C15,,4.0,2.0,4.0,SK042,C10;E20;61;E20;C10;31;C10;B11;D20,4.9000000000000004,LP,573.560002285242,Leptosol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,14.7025594711304
17837,,16JUL2009:00:00:00,2.0,C16,,4.0,2.0,1.0,SK041,C10;32;C10;61;C10;62;C10;23;C10;E20,4.9000000000000004,CM,722.850000944734,Cambisol,consolidated-clastic-sedimentary rocks,facies bound rock,26.343542098999
17838,,16JUL2009:00:00:00,2.0,,,4.0,2.0,1.0,SK041,E20,4.9000000000000004,CM,814.359999585152,Cambisol,consolidated-clastic-sedimentary rocks,facies bound rock,3.26283025741577
17839,,03AUG2009:00:00:00,2.0,,,2.0,2.0,1.0,PL323,D10;E10;E20;C10,4.7,CM,857.569992911816,Cambisol,consolidated-clastic-sedimentary rocks,facies bound rock,0.905850350856781
17840,,13SEP2009:00:00:00,2.0,,,4.0,2.0,1.0,PL315,C20,4.5,PZ,599.150000602007,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,4.06479692459106
17841,,13SEP2009:00:00:00,2.0,,,4.0,2.0,1.0,PL315,C20,4.5,PZ,599.150000602007,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,11.3648767471313
17842,,01JUN2009:00:00:00,1.0,,,3.0,2.0,4.0,PL314,B13;61;B21;B11;24;B11;B18;24;B18;61;B18;12;A,4.5,LV,617.780000805855,Luvisol,eolian deposits,loess,1.2809591293335
17843,,24JUL2009:00:00:00,2.0,,,2.0,2.0,4.0,PL314,E20;C10;E20;31;E20;B15;1;61,4.5,PZ,612.540000915527,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.46286654472351
17844,,06JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,PL344,B14;1;23;E30;C30,4.5,FL,608.88000087738,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.905850350856781
17845,,10JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,PL344,B16;E20;B15;61;B11;E20;B13,4.5,PZ,622.189997553825,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,0.905850350856781
17846,,01AUG2009:00:00:00,2.0,C22,,3.0,2.0,2.0,LT004,C20;61;C20;61;C30,3.3,AB,672.629997396469,Albeluvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,10.3036489486694
17847,,13JUN2009:00:00:00,2.0,C1D,,3.0,2.0,2.0,LT006,C10,3.3,CM,659.900000810623,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.83368372917175
17848,,17AUG2009:00:00:00,2.0,C32,,3.0,2.0,4.0,EE004,C30;31;62;1;31;14;E10;C10;G20,3.4,PZ,739.630000352859,Podzol,unconsolidated deposits (alluvium,marine and estuarine clays and silts,0.905850350856781
17849,,11AUG2009:00:00:00,2.0,,,2.0,2.0,4.0,EE006,E20;C10;G10;E10;A;31;62;C30,3.4,GL,687.380000686646,Gleysol,unconsolidated deposits (alluvium,lake deposits,2.29061007499695
17850,,22JUL2009:00:00:00,2.0,C31,,4.0,2.0,4.0,FI182,C30;61;C30;D10,3.4,PZ,650.070000815391,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.56063890457153
17851,,08JUL2009:00:00:00,2.0,C31,,4.0,2.0,4.0,FI182,C30,3.4,CM,672.639996623993,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17852,,25JUL2009:00:00:00,2.0,C21,,4.0,2.0,4.0,FI186,C20,3.4,CM,658.53000125885,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.405135601758957
17853,,30JUL2009:00:00:00,2.0,C31,,4.0,2.0,4.0,FI186,C30;31;62;1;31;24;C30,3.4,PZ,658.53000125885,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.46044516563416
17854,,29JUL2009:00:00:00,2.0,C31,,4.0,2.0,4.0,FI186,C30;31;C30;31;1;62;1;31;C30;31;B32;C30,3.4,PZ,649.80999917984,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17855,,05AUG2009:00:00:00,2.0,C31,,3.0,2.0,1.0,FI185,C30;61;C30;1;62;1;C20;31;62;1;C20;G20;C10;61;C30;C20;62;C20;1;62;1;31;C20,3.4,PZ,649.80999917984,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.572938680648804
17856,,10JUL2009:00:00:00,2.0,C11,,3.0,2.0,2.0,FI131,C10;31;C10;31;C10;31;C30;61;C20,3.4,PZ,696.449999904633,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.0
17857,,07JUL2009:00:00:00,2.0,C31,,3.0,2.0,2.0,FI131,C30;C10;H11;G10,3.4,PZ,723.219999694824,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.405135601758957
17858,,29JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,FI132,B13;1;61;1;B13;24;B13,3.4,PZ,637.32000169754,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.0
17859,,14SEP2009:00:00:00,2.0,C31,,4.0,2.0,1.0,FI132,C30;31;C30,2.2000000000000002,PZ,655.690002727508,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.81124806404114
17860,,15SEP2009:00:00:00,2.0,C21,,4.0,2.0,4.0,FI134,C20;31;C30;D10;C30;C20,2.2000000000000002,HS,777.530002260208,Histosol,organic materials,organic materials,0.0
17861,,08JUN2009:00:00:00,2.0,C21,,4.0,2.0,1.0,FI1A2,C20,2.2000000000000002,PZ,770.700000715256,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.0
17862,,,2.0,,,4.0,2.0,1.0,,D20;01;B16,,GL,627.129999879003,Gleysol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,3.45733523368835
17863,,04AUG2009:00:00:00,1.0,,,3.0,2.0,2.0,HU323,B31;14;B16,4.5999999999999996,PH,530.870000548661,Phaeozem,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),7.73519086837769
17864,,14JUL2009:00:00:00,2.0,,,1.0,2.0,1.0,SK041,E30;B11;24;62;24;A,4.9000000000000004,CM,814.359999585152,Cambisol,consolidated-clastic-sedimentary rocks,facies bound rock,0.905850350856781
17865,,28AUG2009:00:00:00,2.0,,,2.0,2.0,4.0,PL325,E20;F00;E20;B11;F00;1;C10;E20;F00,4.7,LV,666.180001583695,Luvisol,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),1.21524477005005
17866,,02JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,PL314,B41;E30;B11,4.5,LV,620.029999423027,Luvisol,eolian deposits,loess,1.21524477005005
17867,,14JUL2009:00:00:00,2.0,,,3.0,2.0,4.0,PL314,E20,4.5,FL,612.540000915527,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.14576280117035
17868,,20MAY2009:00:00:00,1.0,,,3.0,2.0,3.0,PL344,B14;E20;10;E20;B15;1;61;1;B15,3.3,AB,635.140001702309,Albeluvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,0.405135601758957
17869,,26MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,LT006,B22,3.3,CM,642.970002937317,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.0
17870,,18JUN2009:00:00:00,1.0,,,4.0,2.0,1.0,LT006,B11;E20;31;E20;C10;PI(;C10;)PI,3.3,CM,642.970002937317,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.46044516563416
17871,,14JUN2009:00:00:00,2.0,C32,,2.0,2.0,4.0,LT006,C30;31;C30,3.3,CM,642.970002937317,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.810230672359467
17872,,05MAY2009:00:00:00,2.0,,,3.0,2.0,3.0,LV007,E20;A;G10;E20;A;E20;2;31;14;C10;C20,3.3,PZ,633.520001709461,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,3.2376880645752
17873,,26JUN2009:00:00:00,1.0,,,4.0,2.0,3.0,LV007,B15;1;62;1;B15,3.3,GL,742.350000542402,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17874,,26JUN2009:00:00:00,2.0,C12,,3.0,2.0,3.0,LV007,C10;2;C10;C30;15;31;1;62;1;31;C30,3.3,GL,742.350000542402,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.405135601758957
17875,,06JUN2009:00:00:00,2.0,C3D,,3.0,2.0,2.0,LV007,C30;D10;C10,3.3,GL,742.350000542402,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.0
17876,,17AUG2009:00:00:00,2.0,C32,,2.0,2.0,4.0,EE004,C30;31;C30;G20;C10;A;E10;E20,3.4,GL,739.630000352859,Gleysol,unconsolidated deposits (alluvium,lake deposits,6.56633996963501
17877,,13SEP2009:00:00:00,2.0,C21,,4.0,2.0,1.0,FI134,C20;C30;31;C20;31;C20,2.2000000000000002,HS,748.529998540878,Histosol,organic materials,organic materials,1.21524477005005
17878,,15SEP2009:00:00:00,2.0,C21,,4.0,2.0,4.0,FI134,C20;31;C20;31;C20;C30;D20;24;D20;C30,2.2000000000000002,HS,777.530002260208,Histosol,organic materials,organic materials,0.405135601758957
17879,,,1.0,,,4.0,2.0,1.0,,B11;01;14;31;14;01;B19;B11;B52;B11;24;B11,,CH,601.340000281483,Chernozem,eolian deposits,loess,0.405135601758957
17880,,21SEP2009:00:00:00,1.0,,,2.0,2.0,2.0,HU332,B16;23;61;41;61;23;B16,4.5999999999999996,VR,548.910000020266,Vertisol,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),6.65173292160034
17881,,18JUL2009:00:00:00,1.0,,,4.0,2.0,1.0,HU321,B31,4.5999999999999996,SN,548.910000020266,Solonetz,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),1.2809591293335
17882,,15JUL2009:00:00:00,2.0,,,3.0,2.0,4.0,HU321,E20;B51,4.5999999999999996,SN,533.000002403557,Solonetz,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),3.33711075782776
17883,,18JUL2009:00:00:00,2.0,,,4.0,1.0,3.0,HU321,E20;61;E20,4.5999999999999996,VR,533.000002403557,Vertisol,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),8.87814235687256
17884,,09JUL2009:00:00:00,2.0,C15,,3.0,2.0,4.0,SK042,C10;B31;E20;D10;PI(;D10;H11;D10;)PI;D10;E30,4.5999999999999996,FL,551.460001988709,Fluvisol,unconsolidated deposits (alluvium,fluvial sands and gravels,0.0
17885,,16JUL2009:00:00:00,2.0,,,1.0,2.0,1.0,SK041,D20;C10;61;C10;61;C10,4.9000000000000004,CM,814.359999585152,Cambisol,igneous rocks,acid to intermediate volcanic rocks,2.56063890457153
17886,,10AUG2009:00:00:00,2.0,,,1.0,2.0,1.0,PL323,E30;61;C10;E20;E10;E20;C10;61;B15,4.7,LV,761.500000321865,Luvisol,unconsolidated deposits (alluvium,marine and estuarine clays and silts,2.02486824989319
17887,,24JUL2009:00:00:00,2.0,C32,,4.0,2.0,1.0,PL326,C30;PI(;C30;)PI,4.7,AR,658.920000115037,Arenosol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.21524477005005
17888,,02JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,PL314,B13;B14;B11;B14;B11;B14;B13,4.5,LV,620.029999423027,Luvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.56063890457153
17889,,02JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,PL344,B14;B15;E20;B16;1;B14,3.3,PZ,627.000003123283,Podzol,unconsolidated deposits (alluvium,marine and estuarine clays and silts,3.48087739944458
17890,,12MAY2009:00:00:00,2.0,,,2.0,2.0,1.0,PL343,E10;E20;10;E20;10;E20;E10,3.3,PZ,635.570001626015,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.56063890457153
17891,,21MAY2009:00:00:00,1.0,,,3.0,2.0,3.0,PL343,B13;24;B13;B21;1;B15;B11;B14;1;B15;B14;24;B14;62;A,3.3,AB,559.52999997139,Albeluvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,0.905850350856781
17892,,12AUG2009:00:00:00,2.0,,,3.0,2.0,2.0,LT001,E10;E20;C10;E20;C10;A,3.3,AR,655.680001401901,Arenosol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,0.0
17893,,06AUG2009:00:00:00,1.0,,,3.0,2.0,1.0,LT002,B11;E30;31;E20;B11;E20;61;E20;B51;E20,3.3,LV,674.40999827385,Luvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.59240627288818
17894,,17MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,LT006,E20;B13;F00,3.3,CM,642.970002937317,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,12.8457937240601
17895,,23MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,LT005,B11,3.3,CM,659.900000810623,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,10.2039737701416
17896,,11JUN2009:00:00:00,2.0,,,2.0,2.0,4.0,LT005,E20;B11;24;B11;1;31;1;62;1;31;E20,3.3,LV,659.900000810623,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.2809591293335
17897,,13JUN2009:00:00:00,1.0,,,4.0,2.0,3.0,LV009,B13;24;B13;1;62;1,3.3,LV,671.350001621246,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
17898,,27MAY2009:00:00:00,1.0,,,4.0,2.0,4.0,LV007,B15;B14,3.3,GL,666.339998789132,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17899,,31MAY2009:00:00:00,2.0,,,2.0,2.0,1.0,LV007,E30;23;E10;23;E30;61;A;E30;E10;E20,3.3,GL,742.350000542402,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17900,,17MAY2009:00:00:00,2.0,C1D,,3.0,2.0,2.0,LV007,C10;C30,3.3,GL,751.300002098083,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.61888313293457
17901,,25AUG2009:00:00:00,2.0,C12,,3.0,2.0,4.0,EE004,C10;C30;C20;PI(;31;C30;C10;)PI,3.4,GL,775.940001773834,Gleysol,unconsolidated deposits (alluvium,marine and estuarine clays and silts,0.0
17902,,05AUG2009:00:00:00,2.0,C1D,,2.0,2.0,4.0,EE006,C10;31;62;31;C30,3.4,GL,687.380000686646,Gleysol,organic materials,organic materials,2.06493425369263
17903,,05JUL2009:00:00:00,2.0,C32,,4.0,2.0,1.0,EE001,C30,3.4,HS,687.380000686646,Histosol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.59240627288818
17904,,06JUL2009:00:00:00,2.0,,,4.0,2.0,1.0,EE001,E30;31;C30;PI(;C30;2;31;2;C30;)PI,3.4,GL,686.009997749329,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.2809591293335
17905,,08AUG2009:00:00:00,2.0,C22,,4.0,2.0,1.0,EE001,C20,3.4,PZ,697.29000043869,Podzol,unconsolidated deposits (alluvium,lake deposits,2.29061007499695
17906,,24JUL2009:00:00:00,2.0,C22,,4.0,2.0,1.0,EE001,C20;61;31;C10,3.4,PZ,697.29000043869,Podzol,unconsolidated deposits (alluvium,lake deposits,2.86240530014038
17907,,07APR2009:00:00:00,1.0,,,3.0,2.0,2.0,FI182,B55;31;D10;62;D10;31;B13;C30,3.4,PZ,672.639996623993,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
17908,,08JUL2009:00:00:00,2.0,C31,,4.0,2.0,4.0,FI182,C30;31;B15;31;C30,3.4,PZ,672.639996623993,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.46044516563416
17909,,04AUG2009:00:00:00,2.0,,,2.0,2.0,1.0,FI185,E30;31;C10;31;C10;31;C30;C20;31;C20,3.4,PZ,649.80999917984,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.59240627288818
17910,,06JUL2009:00:00:00,2.0,C21,,4.0,2.0,2.0,FI131,C20;C30;C20,3.4,PZ,696.449999904633,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.0
17911,,06JUL2009:00:00:00,2.0,C21,,4.0,2.0,2.0,FI131,C20;61;C20;31;C30;E10;C10;24;E20;31;62;1;31;E20;C10;24;C10,3.4,PZ,723.219999694824,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.29061007499695
17912,,30JUN2009:00:00:00,2.0,C31,,2.0,2.0,2.0,FI131,C30;C10;C20;31;E20;C20;C30,3.4,HS,725.019999217987,Histosol,organic materials,organic materials,1.46044516563416
17913,,29JUN2009:00:00:00,2.0,C31,,3.0,2.0,2.0,FI131,C30;61;C30;61;C30;C20;31;2;62;C30;31;C10;31;C10,3.4,PZ,725.019999217987,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.66997158527374
17914,,08JUN2009:00:00:00,2.0,C31,,4.0,2.0,1.0,FI131,C30;C20;C30;C20,3.4,HS,719.080002689362,Histosol,organic materials,organic materials,5.38932228088379
17915,,04JUN2009:00:00:00,2.0,C31,,3.0,2.0,3.0,FI132,C30;61;C30;C20;31;B75;E20;C10;C30;D10;B75;C10;C30;C10;C30;C20,3.4,PZ,683.789998626709,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.405135601758957
17916,,28JUL2009:00:00:00,2.0,C31,,4.0,2.0,1.0,FI132,C30;C10;C30;1;31;E20;61;E20;C30;D10;C30,3.4,PZ,637.32000169754,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.08249473571777
17917,,29JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,FI132,B13;31;B15;31;B55,3.4,PZ,637.32000169754,Podzol,No information,No information,1.2809591293335
17918,,12SEP2009:00:00:00,2.0,C31,,4.0,2.0,1.0,FI134,C30;31;C30;32;C30;C20;31;C20;31;C10,2.2000000000000002,HS,782.699998140335,Histosol,organic materials,organic materials,5.71059322357178
17919,,24JUN2009:00:00:00,2.0,C21,,4.0,2.0,1.0,FI134,C20;62;C20,2.2000000000000002,HS,779.98999915123,Histosol,organic materials,organic materials,5.1110897064209
17920,,24JUN2009:00:00:00,2.0,C31,,3.0,2.0,1.0,FI134,C30;31;62;31;C30;E30,2.2000000000000002,PZ,779.98999915123,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.43363046646118
17921,,09JUN2009:00:00:00,2.0,C31,,4.0,2.0,1.0,FI1A2,C30;31;C30;31;C30,2.2000000000000002,PZ,770.700000715256,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.26283025741577
17922,,,2.0,,,4.0,1.0,1.0,,E20;10;23;31;E20,,PH,610.8600001432,Phaeozem,eolian deposits,loess,0.0
17923,,,1.0,,,3.0,2.0,1.0,,B52;01;B16;D10;61;01;23;E30,,PH,601.340000281483,Phaeozem,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.2809591293335
17924,,07AUG2009:00:00:00,1.0,,,3.0,2.0,2.0,HU323,B13;C10;B15;E10;31;E10;B13,4.5999999999999996,PH,530.870000548661,Phaeozem,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),0.0
17925,,24AUG2009:00:00:00,1.0,,,3.0,2.0,1.0,HU323,B16;E20;23;61;23;E20,4.5999999999999996,PH,530.870000548661,Phaeozem,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),0.905850350856781
17926,,12MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,SK042,B11,4.5999999999999996,FL,573.560002285242,Fluvisol,unconsolidated deposits (alluvium,fluvial sands and gravels,0.810230672359467
17927,,08AUG2009:00:00:00,1.0,,,3.0,2.0,1.0,PL325,B11;E20;23;A;23;62;24;E20;F00,4.7,LV,666.180001583695,Luvisol,eolian deposits,loess,1.62013745307922
17928,,09JUN2009:00:00:00,1.0,,,2.0,2.0,1.0,PL314,B13;24;B13;C10;B13;24;B13,4.5,LV,620.029999423027,Luvisol,eolian deposits,loess,5.26751899719238
17929,,09JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,PL314,B32;24;B32;1;B14;1;B14;B21;B15;61;1;63;1,4.5,LV,618.509999811649,Luvisol,eolian deposits,loess,1.66997158527374
17930,,09JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,PL314,B15;B13;E10;B14;B13;B14,4.5,LV,618.509999811649,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.405135601758957
17931,,16JUL2009:00:00:00,2.0,,,3.0,2.0,4.0,PL311,E20;E10;E20;14;E20,4.5,HS,606.270002424717,Histosol,organic materials,organic materials,0.0
17932,,23JUL2009:00:00:00,2.0,,,2.0,2.0,4.0,PL311,E10;1;23;B11;E20,4.5,HS,606.270002424717,Histosol,organic materials,organic materials,2.18070459365845
17933,,02JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,PL344,B15;1;62;1;B15;1;62;1;C30;1;B15,4.5,AB,627.000003123283,Albeluvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.21524477005005
17934,,30JUL2009:00:00:00,2.0,C32,,3.0,2.0,4.0,LT002,C30;C10;E20;31;E20;63,3.3,PZ,672.629997396469,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.2809591293335
17935,,20JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,LT005,B13;2;10;2;E20;E30,3.3,LV,658.999999332428,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,6.67592287063599
17936,,25JUN2009:00:00:00,2.0,,,3.0,2.0,3.0,LV007,E20;61;B15,3.3,GL,666.339998789132,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.16105175018311
17937,,28JUN2009:00:00:00,2.0,,,2.0,2.0,3.0,LV007,E30;23;C10;G10,3.3,1,666.339998789132,Urban,unconsolidated glacial deposits/glacial drift,morainic deposits,1.2809591293335
17938,,06JUN2009:00:00:00,2.0,C1D,,3.0,2.0,4.0,LV007,C10;C30;31;1;62;1;31;C30,3.3,GL,737.77999895215,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
17939,,25AUG2009:00:00:00,2.0,,,3.0,2.0,4.0,EE004,E20;31;C20;D10;24;E10,3.4,GL,775.940001773834,Gleysol,unconsolidated deposits (alluvium,marine and estuarine clays and silts,2.02486824989319
17940,,15JUL2009:00:00:00,2.0,C22,,4.0,2.0,4.0,EE004,C20;D20;31;D20;62;D20;31;C30,3.4,HS,775.940001773834,Histosol,organic materials,organic materials,1.2809591293335
